Srno,RecipeName,Ingredients,PrepTimeInMins,CookTimeInMins,TotalTimeInMins,Servings,Cuisine,Course,Diet,URL,Votes
4904, Apple Onion Chutney (Recipe In Hindi),"2 apples - peel and cut into small pieces, 3 onions - peel and chop, 2 teaspoons ginger - tighten, 5 dates - cut out the seeds, 1 teaspoon all spice powder, 5 tablespoons jaggery - tighten, 1/3 Cup red wine vinaigrette, salt - 2 tablespoons oil - or butter, thyme leaves - a little bit as per use",10,25,35,6,Indian,Side Dish,Vegetarian,http://www.archanaskitchen.com/apple-onion-chutney-recipe-in-hindi,0
4905,Ragi Masala Twisters Recipe-Healthy Snack,"2 cups Whole Wheat Flour,1/2 cup Ragi Flour (Finger Millet/ Nagli),1/4 cup Coriander (Dhania) Leaves - chopped,2 tablespoon Curd (Dahi / Yogurt),1/2 teaspoon Ginger - paste,1 Garlic - paste,1/2 Green Chilli - paste,1/2 teaspoon Sugar,2 teaspoon Sunflower Oil - or butter,1/2 teaspoon Cumin seeds (Jeera),1/4 teaspoon Turmeric powder (Haldi),Salt - to taste",37,30,67,4,South Indian Recipes,Snack,Vegetarian,https://www.archanaskitchen.com/ragi-masala-twisters-recipe-healthy-snack,0
4906, Ellu Sadam (Recipe In Hindi),"1-1 / 2 cup rice - cooked, salt - as per taste, 3 teaspoons oil - as per use, 1/4 cup sesame (white), 1/4 cup coconut - grated, 5 dry red chillies, 1 cup white Urad dal (split), 1/2 tablespoon Rye, 4 tablespoons Cashew nuts, 1 sprig Curry leaves, 3/4 tablespoon Asafoetida",20,30,50,4,South Indian Recipes,Lunch,Vegetarian,https://www.archanaskitchen.com/ellu-sadam-recipe-in-hindi,0
4907,Berry Focaccia with Mascarpone Cheese Recipe(Italian bread topped with mixed berries and served with Sweetened Mascarpone Cheese),"2 cups Whole Wheat Flour,2 cups All Purpose Flour (Maida),2-1/2 teaspoon Active dry yeast,2 tablespoon Extra Virgin Olive Oil,1/2 teaspoon Salt,2 teaspoons Honey,6 Sage - chopped (you can alternatively use 1 tablespoon chopped fresh rosemary),2 cups Water - lukewarm,1-1/2 cup Mixed berries - (like Strawberries,2 tablespoon Granulated sugar,3 tablespoon Extra Virgin Olive Oil,1 cup Mascarpone Cheese,2 tablespoon Honey,1 teaspoon Orange Zest (Rind) - or lime zest",15,150,165,4,Italian Recipes,Side Dish,Vegetarian,http://www.archanaskitchen.com/berry-focaccia-with-mascarpone-cheese-recipe-italian-bread-topped-with-mixed-berries-and-served-with-sweetened-mascarpone-cheese,0
4908,Eggless Fresh Cherry Cake Recipe,"2 cup Vivatta Maida,3/4 cup Caster Sugar - (or powdered sugar),1/2 cup Milk - at room temperature,1/4 cup Butter - melted or vegetable oil as needed,1 teaspoon Baking powder,1 pinch Baking soda,1 pinch Salt,1 teaspoon Vanilla Extract,1 cup Fresh Cherries - pitted and chopped,2 tablespoons Flax seed powder (flax meal)",10,40,50,4,Continental,Dessert,Vegetarian,https://www.archanaskitchen.com/fresh-cherry-cake-recipe-with-eggless-option,0
4909, Green Moong Dal Sabzi (Recipe In Hindi),"1/2 cup green moong dal - or green moong, 1 teaspoon cumin seeds, 3-4 curry leaves - finely chopped, 1/2 teaspoon ginger, 1 teaspoon green chilli, 1/2 teaspoon turmeric powder, 1 teaspoon Lemon juice, 2 tablespoons coriander - chopped, 1 teaspoon oil, salt - as per taste",15,45,60,4,Gujarati Recipes?,Side Dish,High Protein Vegetarian,https://www.archanaskitchen.com/green-moong-dal-sabzi-recipe-in-hindi,0
4910, Gutti Vankaya Recipe,"8-10 brinjals, 1 tamarind paste - lemon, 1 cup onion - finely chopped + 1/2 cup finely chopped, 4-5 red chillies, 4 tbsp peanuts, 2 tbsp sesame seeds (white), 3 tbsp Spoon coconut, 1-1 / 2 tbsp coriander seeds, 1 tsp cumin seeds, 2 cardamom, 6 garlic, 1 tbsp chickpea lentils, oil - as per use, 2 bay leaves, 1 tsp cumin seeds, 1 sprig curry leaves",15,40,55,4,Andhra,Lunch,Vegetarian,https://www.archanaskitchen.com/gutti-vankaya-recipe-andhra-style-stuffed-brinjal-in-hindi,0
4914, Methi Turai Ki Sabzi (Recipe In Hindi),"500 grams of trumpet - cut into 1 inch cube, 2 cups fenugreek - cut, 1 onion - finely chopped, 1 teaspoon cumin seeds, 2 dry red chillies - halved, 4 long garlic - grated, 2 green chillies - Tighten, 1 teaspoon coriander powder, 1/2 teaspoon turmeric powder, 1 teaspoon lemon juice, 1/2 teaspoon garam masala powder, 2 tablespoons oil",10,20,30,4,Indian,Dinner,Vegetarian,https://www.archanaskitchen.com/methi-turai-ki-sabzi-recipe-in-hindi,0
4918,Apple Danish Pastry Recipe,"1 Puff Pastry Sheet,1 Apple - sliced to thin wedges,1 teaspoon Cinnamon Powder (Dalchini),1/2 cup Caster Sugar - + a teaspoon,1 tablespoon Butter (unsalted),2 teaspoons Sugar,2 tablespoons Milk - cold,1 Whole Egg - whisked",20,20,40,2,Continental,Dessert,Eggetarian,http://www.archanaskitchen.com/apple-danish-pastry-recipe,0
4919,Ajwain Puri Recipe - Puri Flavoured With Carom Seeds,"250 grams Whole Wheat Flour,1 teaspoon Ajwain (Carom seeds),1 teaspoon Turmeric powder (Haldi),Salt - to taste,Sunflower Oil",25,30,55,4,Indian,Indian Breakfast,Vegetarian,https://www.archanaskitchen.com/ajwain-puri-recipe,0
4920,Paneer Chilli Dosa Recipe - Spicy Cottage Cheese Dosa,"1 cup Idli Dosa Batter,1/2 cup Paneer (Homemade Cottage Cheese) - cut into small cubes,1/2 cup Green Bell Pepper (Capsicum),1/2 cup Spring Onion Greens,1/2 cup Onion - finely chopped,1/2 cup Tomatoes - finely chopped,1/2 cup Cabbage (Patta Gobi/ Muttaikose) - grated,1/3 cup Tomato Ketchup,1/3 cup Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 teaspoon Soy sauce,Sunflower Oil - or butter a few drops for cooking dosa",10,25,35,2,Fusion,Indian Breakfast,High Protein Vegetarian,https://www.archanaskitchen.com/paneer-chili-dosa-recipe-spicy-cottage-cheese-dosa,0
4921,Kashmiri Anardan Chetin Recipe (Pomegranate Seeds Chutney),"4 teaspoon Anardana Powder (Pomegranate Seed Powder),1 Onion - chopped,1/2 cup Coriander (Dhania) Leaves,1/2 cup Mint Leaves (Pudina),2-3 Green Chillies,1 teaspoon Cumin seeds (Jeera),1/2 teaspoon Chaat Masala Powder,1/2 teaspoon Salt,1 pinch Sugar,1 teaspoon Lemon juice,Water - as required",20,10,30,4,Kashmiri,Side Dish,Vegetarian,http://www.archanaskitchen.com/anardan-chetin-recipe-pomegranate-seeds-chutney,0
4925,Karnataka Style Sabbasige Rasam Recipe - Dill leave & Toor Dal Rasam,"1 cup Arhar dal (Split Toor Dal),1 cup Dill leaves,2 tablespoon Fresh coconut - grated,1 tablespoon Poppy seeds,1 Onion - chopped,1 Tomato - chopped,1 Cinnamon Stick (Dalchini),1 sprig Coriander (Dhania) Leaves,3 tablespoon Sambar Powder,1 teaspoon Mustard seeds,1 sprig Curry leaves,1 tablespoon Jaggery,Sunflower Oil,Salt - to taste",10,30,40,4,Karnataka,Lunch,Vegetarian,http://www.archanaskitchen.com/karnataka-style-sabbasitige-rasam-recipe-dill-leave-toor-dal-rasam-recipe,0
4926,Mexican Style Capirotada Recipe-Bread Pudding Recipe,"8 Whole Wheat Brown Bread - torn into small pieces,10 Cashew nuts,15 Raisins,50 grams Jaggery - powdered,1 teaspoon Cinnamon Powder (Dalchini),2 Ripe Bananas - sliced,2 tablespoons Fresh cream",10,30,40,4,Mexican,Dessert,Vegetarian,https://www.archanaskitchen.com/mexican-style-capirotada-recipe-bread-pudding-recipe,0
4927,Sweet Corn & Avarakkai Sundal Recipe,"1 cup Sweet corn,1 cup Avarekalu / Lilva Beans,1/2 cup Fresh coconut - grated,1 tablespoon Cumin powder (Jeera),1 teaspoon Mustard seeds,1/2 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,2 Dry Red Chilli,4 or 5 Curry leaves - roughly torn,Salt - for taste,Sunflower Oil",15,10,25,4,Tamil Nadu,Appetizer,Vegetarian,http://www.archanaskitchen.com/sweet-corn-avarakkai-sundal-recipe,0
4928,Pepper Cauliflower Recipe,"1 Gobi - cut into small pieces, 1 onion - cut directly, 5 cloves garlic - finely chopped, 1 teaspoon black pepper powder, 1 teaspoon cumin powder, 1/2 teaspoon red chili powder, coriander leaves - for garnish , Salt - as per taste, 1 teaspoon mustard, 1 sprig curry leaves, 1 teaspoon black urad dal (split), 1 red chili - halved, 2 tablespoons oil",10,20,30,4,Indian,Dinner,Vegetarian,http://www.archanaskitchen.com/pepper-cauliflower-recipe-in-hindi,0
4929,Fresh Apple Bundt Cake Recipe,"2 Cups All Purpose Flour (Maida),3/4 teaspoon Baking soda,3/4 teaspoon Salt,3/4 teaspoon Cinnamon Powder (Dalchini),1/2 cup Sugar - (divided),1 Cup Sunflower Oil,2 Whole Eggs,1-1/2 teaspoon Vanilla Extract,2 cups Apple",20,30,50,4,Continental,Dessert,Eggetarian,http://www.archanaskitchen.com/fresh-apple-bundt-cake-recipe,0
4933,Vagharela Chawal Recipe - Parsi Style Brown Rice,"1-1/2 cups Rice - washed,2 Onion - thinly sliced,2 Cardamom (Elaichi) Pods/Seeds,2 cloves Cloves (Laung),inch Cinnamon Stick (Dalchini),Salt - to taste,1 tablespoon Ghee",5,20,25,4,Parsi Recipes,Main Course,Vegetarian,http://www.archanaskitchen.com/vagharela-chawal-recipe-parsi-style-brown-rice,0
4934,French Madeleine Recipe,"3 Whole Eggs,2/3 cup Sugar,1 cup All Purpose Flour (Maida),1 teaspoon Baking powder,1 tablespoon Lemon zest,1 teaspoon Vanilla Extract,6 tablespoon Butter - melted,Icing Sugar - (to sprinkle),1/4 cup Chocolate ganache - Or melted chocolate",30,50,80,8,French,Snack,Eggetarian,http://www.archanaskitchen.com/french-madeleine-recipe,0
4935,Traditional Maharashtrian Bhakarwadi Recipe,"1/2 cup All Purpose Flour (Maida),1/2 cup Gram flour (besan),1 pinch Turmeric powder (Haldi),1/2 teaspoon Red Chilli powder,1/4 teaspoon Baking soda,1 pinch Asafoetida (hing),Salt - to taste,1/2 cup Dessicated Coconut,1 tablespoon Sugar,1/4 teaspoon Turmeric powder (Haldi),1/4 teaspoon Coriander Powder (Dhania),1 teaspoon Red Chilli powder,1 teaspoon Amchur (Dry Mango Powder),1/2 teaspoon Fennel seeds (Saunf),1/4 teaspoon Cumin powder (Jeera),2 tablespoon Sesame seeds (Til seeds),1/2 teaspoon Garam masala powder,1 tablespoon Poppy seeds,Salt - to taste,Sunflower Oil - for deep-frying,2 tablespoons Tamarind Paste - or Tomato ketchup",20,20,40,4,Maharashtrian Recipes,Snack,Vegetarian,https://www.archanaskitchen.com/traditional-maharashtrian-bhakarwadi-recipe,0
4936,Ribbon Pakoda Recipe - South Indian Tea Time Snack,"2 cups Gram flour (besan),1 cup Rice flour,1/4 cup Urad Dal Flour,1/2 teaspoon Asafoetida (hing),1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Cumin powder (Jeera),1 teaspoon Red Chilli powder,1/4 cup Butter,Water - as needed,Salt - to taste,Sunflower Oil - for deep frying",20,40,60,6,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/ribbon-pakoda-recipe-south-indian-tea-time-snack,0
4939,Chocolate Kaju Katli Recipe - Chocolate Kaju Barfi,"2 1/4 cups Cashew nuts,1 cup Sugar,100 ml Water,1 cup Milk chocolate - or dark chocolate",10,40,50,10,Indian,Dessert,Vegetarian,http://www.archanaskitchen.com/chocolate-kaju-katli-burfi-recipe-cashew-nut-fudge-with-chocolate-glaze,0
4940,Indo-Chinese Paneer Manchurian Recipe,"300 grams Paneer (Homemade Cottage Cheese) - cut into cubes,3 tablespoons All Purpose Flour (Maida),1 tablespoon Corn flour,1 inch Ginger - grated,4 cloves Garlic - grated,1 tablespoon Soy sauce,1/4 cup Water,Salt - to taste,Black pepper powder - for seasoning,Sunflower Oil - for frying,1/2 cup Spring Onion (Bulb & Greens) - (white top part),1 teaspoon Garlic - finely chopped,1 teaspoon Ginger - finely chopped,2 Green Chillies - slit lengthwise,3 tablespoons Soy sauce,1 tablespoon Sriracha sauce,1 tablespoon Rice Vinegar,2 tablespoons Homemade tomato puree,1 tablespoon Corn flour",10,30,40,4,Indo Chinese,Appetizer,Vegetarian,http://www.archanaskitchen.com/indo-chinese-paneer-manchurian-recipe,0
4941,Grilled Cheese Sandwich Recipe With Paneer & Potato,"8 Whole Wheat Brown Bread,3 Potatoes (Aloo) - boiled and peeled,1/2 cup Paneer (Homemade Cottage Cheese) - crumbled,2 Green Chillies - finely chopped,1 Onion - finely chopped,Salt - to taste,1 tablespoon Butter - per sandwich",5,30,35,4,Continental,Snack,Vegetarian,https://www.archanaskitchen.com/grilled-cheese-sandwich-recipe-made-with-paneer-potato,0
4942,Bendekayi Koddel/Bolu Huli Recipe - Mangalorean Style Bhindi Sambar Recipe,"25 Bhindi (Lady Finger/Okra) - cut to about an inch,1 cup Arhar dal (Split Toor Dal) - cooked till soft,1/4 teaspoon Turmeric powder (Haldi),2 Green Chillies - slit (adjust),Tamarind - gooseberry sized,2 teaspoon Jaggery,2 teaspoons Rasam Powder,Salt - to taste,1-1/2 tablespoons Coconut Oil,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),Curry leaves - a few",15,15,30,4,Mangalorean,Side Dish,Vegetarian,http://www.archanaskitchen.com/bendekayi-koddel-bolu-huli-recipe-mangalorean-style-bhindi-sambar-recipe,0
4943,Homemade Lemon Sevai Recipe - Lemon Idiyappam Recipe,"2 cups Idli Rice,Lemon juice - from 2 lemons,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Mustard seeds,1 teaspoon White Urad Dal (Split),1/4 cup Roasted Peanuts (Moongphali),2 Green Chillies - finely chopped,2 sprig Curry leaves,2 inch Ginger - finely chopped,2 tablespoons Sesame (Gingelly) Oil",120,40,160,2,South Indian Recipes,South Indian Breakfast,Vegetarian,http://www.archanaskitchen.com/lemon-sevai-recipe-how-to-make-homemade-rice-noodles,0
4945,Mavinakayi Chutney Recipe - South Canara Raw Mango Chutney,"2 Mango (Raw) - chopped,5 Dry Red Chillies,1/2 teaspoon Mustard seeds,1/2 teaspoon Methi Seeds (Fenugreek Seeds),1/4 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 tablespoon Coconut Oil,Salt - to taste",5,10,15,2,Karnataka,Side Dish,Vegetarian,https://www.archanaskitchen.com/south-canara-style-mavinakayi-hindi-recipe-raw-mango-spicy-chutney,0
4946,Atta Biscuit Recipe (Whole Wheat Flour Cookies Spiced with Cardamom),"1-1/2 cups Whole Wheat Flour,1/4 cup Wheat Bran,1/2 cup Caster Sugar,10 Cardamom (Elaichi) Pods/Seeds - peeled and powdered,100 grams Butter (unsalted) - chilled and cubed,1 pinch Salt,1/4 cup Milk,8 Cashew nuts - halved lengthwise",20,40,60,4,Indian,Snack,Vegetarian,https://www.archanaskitchen.com/atta-biscuit-recipe-whole-wheat-flour-cookies-spiced-with-cardamom,0
4950,Chilli Chicken Cheese Quesadilla Recipe,"4 Tortillas,1/2 cup Mozzarella cheese - grated,4 tablespoons Butter - softened,300 grams Chicken breasts - cut into strips,1/4 cup Green Bell Pepper (Capsicum) - sliced,1/3 cup Spring Onion (Bulb & Greens) - chopped,6 cloves Garlic - finely chopped,2 inch Ginger - finely chopped,2 Green Chillies - slit,1 tablespoon Corn flour,1/2 tablespoon Soy sauce,1 tablespoon Tomato Ketchup,1 tablespoon Sweet and Spicy Red Chilli Sauce (Tomato Chilli Sauce),1 teaspoon Sunflower Oil,1 Salt - to taste",20,20,40,4,Mexican,Appetizer,Non Vegeterian,https://www.archanaskitchen.com/chilli-chicken-cheese-quesadilla-recipe,0
4951,Mocha Swiss Roll Recipe (Cream Roll),"1/2 Cup All Purpose Flour (Maida),1/2 Cup Sugar,1 Tablespoon Hot water,1 teaspoon Vanilla Extract,3 Whole Eggs,Butter - for greasing,1 Cup Heavy whipping cream,4 Tablespoons Caster Sugar,2 Tablespoons Instant Coffee Powder",780,15,795,10,Continental,Dessert,Eggetarian,http://www.archanaskitchen.com/mocha-swiss-roll-recipe-cream-roll,0
4954,Aamras Recipe,"3 cups mango - peel, cut into 1 ????4 cup water, sugar - optional",10,5,15,4,North Indian Recipes,Side Dish,Vegan,http://www.archanaskitchen.com/aamras-recipe-ripe-mango-ras-in-hindi,0
4955,Basundi / Rabri Recipe,"2 liter Milk,3/4 cup Sugar - (I like adding a little less sugar please adjust according to your taste),1 teaspoon Cardamom Powder (Elaichi),2 Saffron strands,1/4 cup Badam (Almond) - or pistachios",10,45,55,4,Gujarati Recipes?,Dessert,Vegetarian,http://www.archanaskitchen.com/basundi-recipe-a-nutty-condensed-milk-pudding,0
4956, Oriya Style Moong Dalma (Recipe In Hindi),"1 cup green moong dal - roast, 1/2 cup carrots - peel and chop, 1/2 cup green beans - chop, 1/2 cup cabbage - chop, 1/2 cup green peas, 2 tablespoons coconut - Tighten, 1 teaspoon Ginger - Tighten, 1 teaspoon turmeric powder, 3 dry red chillies, 1 bay leaf, 1 tablespoon cumin seeds, 1 tablespoon ghee, salt - as per taste, 3 cups water, 1/4 teaspoon Cumin seeds, 1/4 teaspoon mustard seeds, 1/4 teaspoon fennel seeds, 1/4 teaspoon Kalonji seeds, 1/4 teaspoon fenugreek seeds, 1/4 teaspoon fenugreek seeds",20,40,60,4,Oriya Recipes,Lunch,Vegetarian,http://www.archanaskitchen.com/oriya-style-moong-dalma-recipe-no-onion-no-garlic-in-hindi,0
4958,Kala Chana Masala Curry Recipe,"2 cups Kala Chana (Brown Chickpeas) - soaked overnight,Sunflower Oil - as required,1 Bay leaf (tej patta),1 teaspoon Cumin seeds (Jeera),1 teaspoon Mustard seeds,1/2 teaspoon Asafoetida (hing),2 Green Chillies - finely chopped,2 Tomato - chopped,1/2 tablespoon Whole Wheat Flour,Salt - as required,Water - as required,1 teaspoon Red Chilli powder,1/2 teaspoon Turmeric powder (Haldi),1 teaspoon Coriander Powder (Dhania),3/4 teaspoon Lemon juice,3 sprig Coriander (Dhania) Leaves - finely chopped",10,30,40,4,Rajasthani,Lunch,High Protein Vegetarian,http://www.archanaskitchen.com/black-chana-masala-recipe,0
4959,Chicken Dum Biryani Recipe,"1 kg Chicken - with bone,4 cups Basmati rice,3 Onions - sliced thin,4 Tomatoes - finely chopped,4 Green Chillies - slit at the center,20 gram Ginger - ground to paste,20 gram Garlic - ground to paste,2 tablespoon Red Chilli powder,2 tablespoon Coriander Powder (Dhania),1 tablespoon Garam masala powder,1/2 cup Coriander (Dhania) Leaves - finely chopped,1/2 cup Mint Leaves (Pudina) - finely chopped,Sunflower Oil - as needed,Ghee - as needed,Salt - to taste,1/2 cup Hung Curd (Greek Yogurt),1 tablespoon Red Chilli powder,1 teaspoon Turmeric powder (Haldi),Salt - as required",30,120,150,4,North Indian Recipes,One Pot Dish,High Protein Non Vegetarian,http://www.archanaskitchen.com/chicken-dum-biryani-recipe,0
4960,Mughlai Style Chicken Haleem Recipe,"300 grams Boneless chicken,3 tablespoon Chana dal (Bengal Gram Dal),1 tablespoon Rice,3 tablespoon Broken Wheat (Dalia/ Godumai Rava),1 Bay leaf (tej patta),4 Onions - sliced,1 teaspoon Ginger Garlic Paste,3 Green Chillies,2-1/2 tablespoons Red Chilli powder,Salt - to taste,2 tablespoon Mint Leaves (Pudina) - chopped,2 tablespoon Coriander (Dhania) Leaves - chopped,1 tablespoon Sunflower Oil,3 tablespoon Ghee,1 teaspoon Cumin seeds (Jeera),1 teaspoon Ajwain (Carom seeds),1 tablespoon Whole Black Peppercorns,1 inch Cinnamon Stick (Dalchini),3 Cardamom (Elaichi) Pods/Seeds,2 Black cardamom (Badi Elaichi)",15,35,50,4,Mughlai,Main Course,High Protein Non Vegetarian,https://www.archanaskitchen.com/mughlai-style-chicken-haleem-recipe,0
4961,Kerala Style Pazham Pori Recipe (Banana Fry),"4 Raw Banana,1/4 cup Rice flour,1/2 cup All Purpose Flour (Maida),1 cup Milk,1/4 cup Fresh coconut,1/4 teaspoon Salt",10,30,40,4,South Indian Recipes,Appetizer,Vegetarian,https://www.archanaskitchen.com/kerala-style-pazham-pori-recipe-banana-fry,0
4962,Chicken Yakisoba Recipe - Japanese Noodles,"150 grams Chicken breasts - cut into small strips,Salt - to taste,1 tablespoon Corn flour,1 teaspoon Black pepper powder,1 teaspoon Sunflower Oil,200 grams Yakisoba noodles - optionally use Maggi Noodles,1 tablespoon Sunflower Oil,1 Onion - thinly sliced,1 Carrot (Gajjar) - cut into juliennes,1/4 cup Cabbage (Patta Gobi/ Muttaikose),1/4 cup Spring Onion Greens,1 cup Button mushrooms - cut into quarters,1 tablespoon Soy sauce,1 tablespoon Red Wine Vinaigrette,1 teaspoon Brown Sugar (Demerara Sugar),1 teaspoon Worcestershire sauce,1 Green Chilli - finely chopped",15,30,45,4,Japanese,Main Course,Non Vegeterian,https://www.archanaskitchen.com/chicken-yakisoba-recipe-japanese-noodles,0
4963,No Bake Nutella Cheesecake Recipe,"100 grams Oreo biscuits - crumbled,6 Tablespoon Butter (unsalted) - melted,3 tablespoon Nutella Spread,400 grams Britannia Cream Cheese,1-1/2 cup Nutella Spread,1/2 cup Caster Sugar,1 tablespoon Vanilla Extract,1/4 cup Heavy whipping cream,2 tablespoon Cocoa Powder,1-1/2 tablespoon Gelatin,Oreo biscuits - a few,Fresh Cherries - a few",35,420,455,6,Continental,Dessert,Vegetarian,http://www.archanaskitchen.com/no-bake-nutella-cheesecake-recipe,0
4964,Mutton Do Pyaza Recipe,"450 grams Mutton - cleaned and Cut into small pieces,1 Onion - thinly sliced,1 Tablespoon Ginger Garlic Paste,1/2 teaspoon Turmeric powder (Haldi),1/2 Cup Curd (Dahi / Yogurt),1 Tablespoon Red Chilli powder - differ amount as per taste,1 teaspoon Cumin powder (Jeera),1 teaspoon Coriander Powder (Dhania),1 Tablespoon Garam masala powder,2 Green Chillies - finely chopped,2 Tablespoons Extra Virgin Olive Oil,Coriander (Dhania) Leaves - Few Chopped,Salt - to taste,1/2 teaspoon Lemon juice,1 Tablespoon Extra Virgin Olive Oil,1 Onion - roughly chopped in chunks,6 Dry Red Chillies",10,75,85,4,North Indian Recipes,Dinner,Non Vegeterian,http://www.archanaskitchen.com/mutton-do-pyaza-recipe,0
4965,Tamil Nadu Style Broccoli Poriyal Recipe - Broccoli Stir Fry Recipe,"2 cups Broccoli - (or one broccoli head) cut into small florets,1 Onion - chopped,1 teaspoon Mustard seeds,1 teaspoon Cumin seeds (Jeera),1 teaspoon Turmeric powder (Haldi),1 teaspoon Red Chilli powder,2 sprig Curry leaves,Salt - to taste,2 teaspoons Sunflower Oil",15,15,30,4,Tamil Nadu,Side Dish,Vegetarian,http://www.archanaskitchen.com/tamil-nadu-style-broccoli-poriyal-recipe-broccoli-stir-fry-recipe,0
4967,Kashmiri Style Modur Pulao Recipe - Kashmiri Sweet Pulao,"1 cup Basmati rice,1 cup Sugar,6 tablespoons Ghee,3 Bay leaves (tej patta),6 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),6 Cardamom (Elaichi) Pods/Seeds,1/4 teaspoon Whole Black Peppercorns,1/4 teaspoon Saffron strands,1 teaspoon tablespoon Dates - chopped,1 teaspoon tablespoon Badam (Almond) - blanched,1 teaspoon teaspoon Cashew nuts - chopped,1 teaspoon teaspoon Raisins,Salt - as required,3 cups Water",15,35,50,2,Kashmiri,Lunch,Vegetarian,http://www.archanaskitchen.com/modur-pulao-recipe-kashmiri-sweet-pulao,0
4968,Thotakura Majjiga Pulusu Recipe - Amaranth Leaves in Buttermilk Stew,"1 cup Green Amaranth Leaves - chopped,1 Onion - sliced,1/2 teaspoon Turmeric powder (Haldi),1 cup Curd (Dahi / Yogurt),Salt - to taste,Sunflower Oil,2 tablespoon Fresh coconut - grated,1 Green Chilli,2 sprig Coriander (Dhania) Leaves - chopped,1 teaspoon Mustard seeds,1 teaspoon Methi Seeds (Fenugreek Seeds),1 teaspoon Cumin seeds (Jeera),1 pinch Asafoetida (hing),1 sprig Curry leaves,2 Dry Red Chillies,Sunflower Oil",10,25,35,4,Andhra,Lunch,Vegetarian,http://www.archanaskitchen.com/thotakura-majiga-pulusu-recipe-amaranth-leaves-in-buttermilk-stew,0
4972,Nandan Kozhi Recipe  - Kerala Style Chicken Curry,"500 grams Chicken - curry cut,3 Onions - sliced,4 Tomatoes - chopped,1 inch Ginger - minced,10 cloves Garlic - minced,1/2 teaspoon Red Chilli powder,1/4 teaspoon Turmeric powder (Haldi),2 teaspoon Chicken masala - (you can use other too but I prefer eastern masalas for kerala style preparations),1 cup Fresh coconut - grated,2 Cloves (Laung),1 inch Cinnamon Stick (Dalchini),Curry leaves - Handful,2 tablespoons Coconut Oil",10,40,50,4,Kerala Recipes,Dinner,High Protein Non Vegetarian,http://www.archanaskitchen.com/nandan-kozhi-recipe-kerala-style-chicken-curry,0
4973, Tomato Basil Chicken Curry Recipe,"1 chicken breast - chop, 2 carrots - chop straight, 1 onion - chop, 4 cloves garlic - chop, 1 cup tomato puree, 6 basil, 1 tbsp rosemary, 1 tbsp thyme leaves, 2 tbsp Paprika powder, 1 tsp cumin powder, 1 tsp sugar, salt - as per taste, olive oil - as per use",5,30,35,4,Continental,One Pot Dish,Non Vegeterian,https://www.archanaskitchen.com/tomato-basil-chicken-curry-recipe-in-hindi,0
4974,Penne With Roasted Eggplant And Mint Pesto Recipe,"3/4 cup Mint Leaves (Pudina),1/2 cup Basil leaves,1/4 cup Pine nuts,2 tablespoons Parmesan cheese,1/2 cup Extra Virgin Olive Oil,Salt and Pepper - to taste,1 tablespoon Extra Virgin Olive Oil,1 cup Brinjal (Baingan / Eggplant) - chopped,2 cups Penne pasta,1/2 cup Mint Pesto,Salt - to taste",15,15,30,4,Italian Recipes,Dinner,Vegetarian,http://www.archanaskitchen.com/penne-with-roasted-eggplant-and-mint-pesto-recipe,0
4975,Mango Panna Cotta With Fruit Cream Recipe,"1 cup Mango Pulp (Puree),1/2 cup Double Cream,1/2 cup Milk - whole milk,2 teaspoons Agar agar - strands,3 tablespoons Sugar,70 ml Heavy whipping cream,Mixed fruits - your choice",20,120,140,4,Italian Recipes,Dessert,Vegetarian,https://www.archanaskitchen.com/mango-panna-cotta-with-fruit-cream-recipe,0
4976,Kerala Chicken Curry Recipe,"400 grams Chicken - cut into medium sized pieces,1/2 cup Curd (Dahi / Yogurt),1 teaspoon Turmeric powder (Haldi),1 teaspoon Sunflower Oil,1 teaspoon Mustard seeds,10 Curry leaves,1 Onion - roughly chopped,1 inch Ginger - grated,6 to 7 cloves Garlic - finely chopped,Salt - as per taste,40 grams Instant Oats (Oatmeal) - Masala one,1 tablespoon Whole Black Peppercorns,1 teaspoon Coriander (Dhania) Seeds,1 inch Cinnamon Stick (Dalchini),1 teaspoon Fennel seeds (Saunf),2 Dry Red Chillies",10,60,70,4,Kerala Recipes,Lunch,Non Vegeterian,https://www.archanaskitchen.com/kerala-chicken-curry-recipe,0
4977,Baba Ganoush Recipe (Roasted Eggplant Middle Eastern Dip),"1 Brinjal (Baingan / Eggplant),3 cloves Garlic - finely chopped,1 Lemon juice,2 tablespoons Tahini,3 sprig Parsley leaves - finely chopped,Salt and Pepper - to taste,Extra Virgin Olive Oil,Red Chilli powder - to taste,Pita chips - for dipping",10,30,40,4,Mediterranean,Side Dish,Vegetarian,https://www.archanaskitchen.com/video-recipe-baba-ghanoush-roasted-eggplant-middle-eastern-dip,0
